2000-10-10 0:00:01,0.001993
2000-10-10 0:00:02,1.54E-03
2000-10-10 0:00:03,0.00144
2000-10-10 0:00:04,1.42E-03
2000-10-10 0:00:05,1.58E-03
2000-10-10 0:00:06,1.79E-03
2000-10-10 0:00:07,2.04E-03
2000-10-10 0:00:08,0.002228
2000-10-10 0:00:09,0.002202
2000-10-10 0:00:10,0.002543
2000-10-10 0:00:11,0.002588
2000-10-10 0:00:12,0.002668
2000-10-10 0:00:13,0.002695
2000-10-10 0:00:14,0.002913
2000-10-10 0:00:15,0.003
2000-10-10 0:00:16,0.00329
2000-10-10 0:00:17,0.003333
2000-10-10 0:00:18,0.003405
2000-10-10 0:00:19,0.00354
2000-10-10 0:00:20,0.003588
2000-10-10 0:00:21,0.003103
2000-10-10 0:00:22,0.00307
2000-10-10 0:00:23,0.002785
2000-10-10 0:00:24,0.002543
2000-10-10 0:00:25,0.002421
2000-10-10 0:00:26,0.001904
2000-10-10 0:00:27,0.001955
2000-10-10 0:00:28,0.001824
2000-10-10 0:00:29,0.00181
2000-10-10 0:00:30,0.001702
2000-10-10 0:00:31,0.001563
2000-10-10 0:00:32,0.001533
2000-10-10 0:00:33,0.001397
2000-10-10 0:00:34,0.00129
2000-10-10 0:00:35,0.001232
2000-10-10 0:00:36,0.001098
2000-10-10 0:00:37,0.001014
2000-10-10 0:00:38,0.001011
2000-10-10 0:00:39,0.000936
2000-10-10 0:00:40,0.000823
2000-10-10 0:00:41,0.000801
2000-10-10 0:00:42,0.000767
2000-10-10 0:00:43,0.000738
2000-10-10 0:00:44,0.000708
2000-10-10 0:00:45,0.000669
2000-10-10 0:00:46,0.000694
2000-10-10 0:00:47,0.000617
2000-10-10 0:00:48,0.000571
2000-10-10 0:00:49,0.000571
2000-10-10 0:00:50,0.000544
2000-10-10 0:00:51,0.00051
2000-10-10 0:00:52,0.000495
2000-10-10 0:00:53,0.000478
2000-10-10 0:00:54,0.000459
2000-10-10 0:00:55,0.000442
2000-10-10 0:00:56,0.000442
2000-10-10 0:00:57,0.000411
2000-10-10 0:00:58,0.00039
2000-10-10 0:00:59,0.000365
2000-10-10 0:01:00,0.000342
2000-10-10 0:01:01,0.00033
2000-10-10 0:01:02,0.000319
2000-10-10 0:01:03,0.000306
2000-10-10 0:01:04,0.000294
2000-10-10 0:01:05,0.000286
2000-10-10 0:01:06,0.000274
2000-10-10 0:01:07,0.000267
2000-10-10 0:01:08,0.000251
2000-10-10 0:01:09,0.00024
2000-10-10 0:01:10,0.000238
2000-10-10 0:01:11,0.000227
2000-10-10 0:01:12,0.000216
2000-10-10 0:01:13,0.000206
2000-10-10 0:01:14,0.000202
2000-10-10 0:01:15,0.000199
2000-10-10 0:01:16,0.000192
2000-10-10 0:01:17,0.00019
2000-10-10 0:01:18,0.000187
2000-10-10 0:01:19,0.00018
2000-10-10 0:01:20,0.000177
2000-10-10 0:01:21,0.000174
